title,url,offer_type,rating,review_count,old_price,new_price,JM
Starlink Kit De Internet Satelital Mini - Blanco,https://www.mercadolibre.com.mx/starlink-kit-de-internet-satelital-mini-blanco/p/MLM40656539?pdp_filters=item_id%3AMLM3537789282#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=20&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM3537789282&sid=offers,MÁS VENDIDO,4.7,508,0.0,3499.0,0
Consola Xbox Series S All Digital 512gb Color Blanco,https://www.mercadolibre.com.mx/consola-xbox-series-s-all-digital-512gb-color-blanco/p/MLM16650345?pdp_filters=item_id%3AMLM2044701214#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=21&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM2044701214&sid=offers,MÁS VENDIDO,4.8,18994,0.0,5699.0,0
"Ventilador De Torre Shawty® 40 Pulgadas 100cm Con Control Remoto, 5 Velocidades Temporizador 12h, Silencioso Y Portátil, Ideal Dormitorio, Oficina, Cocina",https://www.mercadolibre.com.mx/ventilador-de-torre-shawty-40-pulgadas-100cm-con-control-remoto-5-velocidades-temporizador-12h-silencioso-y-portatil-ideal-dormitorio-oficina-cocina/p/MLM45404628?pdp_filters=item_id%3AMLM3531932742#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=24&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM3531932742&sid=offers,MÁS VENDIDO,4.6,1691,0.0,969.0,0
Pocophone Poco M5s Dual Sim 256 Gb Gris 8 Gb Ram,https://www.mercadolibre.com.mx/pocophone-poco-m5s-dual-sim-256-gb-gris-8-gb-ram/p/MLM23428712?pdp_filters=item_id%3AMLM1909761623#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=25&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM1909761623&sid=offers,na,4.7,92498,0.0,2222.0,0
Cetaphil Limpiador Facial Diario Para Piel Grasa 473ml Limpia Y Elimina El Exceso De Grasa Sin Resecar La Piel Recomendada Por Dermatólogos Para Piel Sensible.,https://www.mercadolibre.com.mx/cetaphil-limpiador-facial-diario-para-piel-grasa-473ml-limpia-y-elimina-el-exceso-de-grasa-sin-resecar-la-piel-recomendada-por-dermatologos-para-piel-sensible/p/MLM24526150?pdp_filters=item_id%3AMLM1978503629#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=26&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM1978503629&sid=offers,na,4.8,2752,0.0,240.0,0
Parlante Jbl Partybox Club 120 Portatil Bluetooth Waterproof Negro,https://www.mercadolibre.com.mx/parlante-jbl-partybox-club-120-portatil-bluetooth-waterproof-negro/p/MLM44745015?pdp_filters=item_id%3AMLM3553415328#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=27&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM3553415328&sid=offers,MÁS VENDIDO,4.8,1157,0.0,5428.0,0
Samsung Galaxy A55 5g Dual Sim 256 Gb Azul Oscuro 8 Gb Ram,https://www.mercadolibre.com.mx/samsung-galaxy-a55-5g-dual-sim-256-gb-azul-oscuro-8-gb-ram/p/MLM34731718?pdp_filters=item_id%3AMLM3019242024#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=31&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM3019242024&sid=offers,OFERTA RELÁMPAGO,4.7,9381,0.0,6799.0,0
Bocina Jbl Partybox Stage 320 Portátil Bluetooth Waterproof Negra 127v,https://www.mercadolibre.com.mx/bocina-jbl-partybox-stage-320-portatil-bluetooth-waterproof-negra-127v/p/MLM44719669?pdp_filters=item_id%3AMLM3306184212#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=32&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM3306184212&sid=offers,MÁS VENDIDO,4.8,594,0.0,8799.0,0
Pack Dji Neo Vuela Más Dron Con Rc-n3 Y 3 Baterías,https://www.mercadolibre.com.mx/pack-dji-neo-vuela-mas-dron-con-rc-n3-y-3-baterias/p/MLM40442139?pdp_filters=item_id%3AMLM3582091328#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=33&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM3582091328&sid=offers,MÁS VENDIDO,4.8,202,0.0,5549.0,0
"Falcon Performance Proteina En Polvo, 30gr Proteína, 3gr Creatina, 50 Porciones 1.9kg, Sabor Choco Bronze",https://www.mercadolibre.com.mx/falcon-performance-proteina-en-polvo-30gr-proteina-3gr-creatina-50-porciones-19kg-sabor-choco-bronze/p/MLM18486369?pdp_filters=item_id%3AMLM1415302109#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=37&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM1415302109&sid=offers,OFERTA RELÁMPAGO,4.7,4956,0.0,1161.0,0
Colchón Matrimonial En Caja Essential Memory Foam 135x190x18 Cm Hipoalergénico Espuma De Alta Densidad Y Tela Poliéster Firmeza Media Colordreams,https://www.mercadolibre.com.mx/colchon-matrimonial-en-caja-essential-memory-foam-135x190x18-cm-hipoalergenico-espuma-de-alta-densidad-y-tela-poliester-firmeza-media-colordreams/p/MLM22857207?pdp_filters=item_id%3AMLM2112872672#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=38&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM2112872672&sid=offers,OFERTA RELÁMPAGO,4.4,2839,0.0,2474.0,0
Ventilador De Torre Oscilante Silencioso 5 Velocidad Shawty® Con Control Remoto 40 Pulgadas 100cm Negro Color Giro De 90° Aire Natural Y Dormido,https://www.mercadolibre.com.mx/ventilador-de-torre-oscilante-silencioso-5-velocidad-shawty-con-control-remoto-40-pulgadas-100cm-negro-color-giro-de-90-aire-natural-y-dormido/p/MLM45335015?pdp_filters=item_id%3AMLM2217546321#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=39&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM2217546321&sid=offers,MÁS VENDIDO,4.7,331,0.0,990.0,0
Smart Tv Motorola Mot32hle11 32 Hd Dled Color Negro,https://www.mercadolibre.com.mx/smart-tv-motorola-mot32hle11-32-hd-dled-color-negro/p/MLM28511887?pdp_filters=item_id%3AMLM3113425354#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=41&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM3113425354&sid=offers,MÁS VENDIDO,4.7,4867,0.0,2699.0,0
"Smartphone Infinix Note 40 5g, 8 Gb De Ram, 256 Gb De Almacenamiento, Cámara Triple De 108 Mp+ 32 Mp, Pantalla De 6,78 Fhd+ 120 Hz, Sonido De Jbl, Batería De 5000 Mah, Carga Inalámbrica Negra",https://www.mercadolibre.com.mx/smartphone-infinix-note-40-5g-8-gb-de-ram-256-gb-de-almacenamiento-camara-triple-de-108-mp-32-mp-pantalla-de-678-fhd-120-hz-sonido-de-jbl-bateria-de-5000-mah-carga-inalambrica-negra/p/MLM38357400?pdp_filters=item_id%3AMLM2169456769#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=42&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM2169456769&sid=offers,MÁS VENDIDO,4.6,1902,0.0,3069.0,0
Maquina Trituradora De Hielo Para Raspados Electrica Color Gris,https://www.mercadolibre.com.mx/maquina-trituradora-de-hielo-para-raspados-electrica-color-gris/p/MLM26522591?pdp_filters=item_id%3AMLM2444600538#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=44&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM2444600538&sid=offers,MÁS VENDIDO,4.8,703,0.0,728.0,0
Moto G24 Dual Sim 256 Gb Lavanda 4 Gb Ram,https://www.mercadolibre.com.mx/moto-g24-dual-sim-256-gb-lavanda-4-gb-ram/p/MLM38806578?pdp_filters=item_id%3AMLM2204198313#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=48&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM2204198313&sid=offers,MÁS VENDIDO,4.6,2880,0.0,1999.0,0
Celular Xiaomi Poco C75 128gb Rom 6gb Ram Black,https://www.mercadolibre.com.mx/celular-xiaomi-poco-c75-128gb-rom-6gb-ram-black/p/MLM42454823?pdp_filters=item_id%3AMLM2188071805#polycard_client=offers&deal_print_id=f0b088a0-90ff-4c51-9aad-c1ee72ac7965&position=54&tracking_id=7be5938f-c54c-4660-ad66-adf65043fe03&wid=MLM2188071805&sid=offers,MÁS VENDIDO,4.7,6503,0.0,1840.0,0
Lavadora Automática Whirlpool Xpert System Hasta 18kg 127v Color Gris,https://www.mercadolibre.com.mx/lavadora-automatica-whirlpool-xpert-system-hasta-18kg-127v-color-gris/p/MLM23368199?pdp_filters=item_id%3AMLM1927421181#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM1927421181&sid=offers,MÁS VENDIDO,4.6,457,0.0,8079.0,0
Carpa Toldo Plegable 3x3 Impermeable Y Reforzado Styrka Color Azul,https://www.mercadolibre.com.mx/carpa-toldo-plegable-3x3-impermeable-y-reforzado-styrka-color-azul/p/MLM26533706?pdp_filters=item_id%3AMLM1998486099#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM1998486099&sid=offers,MÁS VENDIDO,4.3,3438,0.0,999.0,0
Paquete De 2 Mesas Plegables Portafolio De Plástico 1.8 Color Blanco,https://www.mercadolibre.com.mx/paquete-de-2-mesas-plegables-portafolio-de-plastico-18-color-blanco/p/MLM38827932?pdp_filters=item_id%3AMLM3284307604#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM3284307604&sid=offers,MÁS VENDIDO,4.6,2624,0.0,1484.0,0
Set 50 Ganchos Terciopelo Para Ropa Antideslizantes Premium Color Negro Cuory Cuoh-ga3,https://www.mercadolibre.com.mx/set-50-ganchos-terciopelo-para-ropa-antideslizantes-premium-color-negro-cuory-cuoh-ga3/p/MLM37178455?pdp_filters=item_id%3AMLM3099456510#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM3099456510&sid=offers,MÁS VENDIDO,4.8,709,0.0,275.0,0
Proyector Portatil Profesional 4k Android Wifi 6 Hd 1080p 12000lm Isinbox P30 Pro Color Blanco,https://www.mercadolibre.com.mx/proyector-portatil-profesional-4k-android-wifi-6-hd-1080p-12000lm-isinbox-p30-pro-color-blanco/p/MLM42113077?pdp_filters=item_id%3AMLM3438506946#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM3438506946&sid=offers,OFERTA DEL DÍA,4.1,527,0.0,697.0,0
Birdman Proteína Vegetal Fitmingo 1700g By Ale Rubio Sabor Blueberry,https://www.mercadolibre.com.mx/birdman-proteina-vegetal-fitmingo-1700g-by-ale-rubio-sabor-blueberry/p/MLM36337160?pdp_filters=item_id%3AMLM2071997219#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM2071997219&sid=offers,OFERTA RELÁMPAGO,4.8,2349,0.0,1099.0,0
Aire Acondicionado Mirage Bluplus Macc0511l Blanco 127v,https://www.mercadolibre.com.mx/aire-acondicionado-mirage-bluplus-macc0511l-blanco-127v/p/MLM9153496?pdp_filters=item_id%3AMLM917135723#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM917135723&sid=offers,MÁS VENDIDO,4.6,941,0.0,3671.0,0
Caja Fuerte Digital Mediana,https://www.mercadolibre.com.mx/caja-fuerte-digital-mediana/p/MLM14657343?pdp_filters=item_id%3AMLM1999802369#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM1999802369&sid=offers,OFERTA RELÁMPAGO,4.7,2024,0.0,889.0,0
"Point Smart 2, Terminal Para Tarjetas Con Internet Gratis",https://www.mercadolibre.com.mx/point-smart-2-terminal-para-tarjetas-con-internet-gratis/p/MLM43420119?pdp_filters=item_id%3AMLM2226305939#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM2226305939&sid=offers,MÁS VENDIDO,4.6,1159,0.0,949.0,0
"Nivea Sun Protector Solar Facial Control De Brillo Fps50+ 50ml, Con Efecto Matificante De Larga Duración, Bloqueador Solar Facial No Grasoso Para Todo Tipo De Piel",https://www.mercadolibre.com.mx/nivea-sun-protector-solar-facial-control-de-brillo-fps50-50ml-con-efecto-matificante-de-larga-duracion-bloqueador-solar-facial-no-grasoso-para-todo-tipo-de-piel/p/MLM27606910?pdp_filters=item_id%3AMLM3051935824#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM3051935824&sid=offers,MÁS VENDIDO,4.7,7651,0.0,143.0,0
Celular Xiaomi Poco F6 12gb Ram 512gb Rom Color Negro,https://www.mercadolibre.com.mx/celular-xiaomi-poco-f6-12gb-ram-512gb-rom-color-negro/p/MLM37200165?pdp_filters=item_id%3AMLM2295977043#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM2295977043&sid=offers,MÁS VENDIDO,4.7,2279,0.0,5799.0,0
Laptop Intel Celeron 2 En 1 Notebook Ddr4 16 Gb Ram 512 Gb Ssd 15.6' Plateado 1920 Px X 1080 Px Windows 11,https://www.mercadolibre.com.mx/laptop-intel-celeron-2-en-1-notebook-ddr4-16-gb-ram-512-gb-ssd-156-plateado-1920-px-x-1080-px-windows-11/p/MLM36209356?pdp_filters=item_id%3AMLM3638503628#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM3638503628&sid=offers,MÁS VENDIDO,4.5,1234,0.0,5406.0,0
Impermeabilizante Impercaucho Siliconado Y Fibratado 12 Años,https://www.mercadolibre.com.mx/impermeabilizante-impercaucho-siliconado-y-fibratado-12-anos/p/MLM23999131?pdp_filters=item_id%3AMLM3300529770#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM3300529770&sid=offers,MÁS VENDIDO,4.4,1998,0.0,790.0,0
Ventilador 3 En 1 Adir 2074 Negro Con 3 Aspas De Metal 18,https://www.mercadolibre.com.mx/ventilador-3-en-1-adir-2074-negro-con-3-aspas-de-metal-18/p/MLM15306120?pdp_filters=item_id%3AMLM788740560#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM788740560&sid=offers,MÁS VENDIDO,4.3,8051,0.0,556.0,0
Samsung Galaxy S24 Ultra 5g Dual Sim 256 Gb Negro Titanio 12 Gb Ram,https://www.mercadolibre.com.mx/samsung-galaxy-s24-ultra-5g-dual-sim-256-gb-negro-titanio-12-gb-ram/p/MLM31493325?pdp_filters=item_id%3AMLM2149038269#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM2149038269&sid=offers,na,4.8,4890,0.0,16989.0,0
Enfriador De Aire Midea Mac28sb Ice Cool 3 Modos-negro,https://www.mercadolibre.com.mx/enfriador-de-aire-midea-mac28sb-ice-cool-3-modos-negro/p/MLM23204610?pdp_filters=item_id%3AMLM3012152842#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM3012152842&sid=offers,MÁS VENDIDO,4.3,266,0.0,2099.0,0
Silla De Oficina Ejecutiva Reclinable Ergonomica Reposapiés Color Negro,https://www.mercadolibre.com.mx/silla-de-oficina-ejecutiva-reclinable-ergonomica-reposapies-color-negro/p/MLM23039205?pdp_filters=item_id%3AMLM2380304212#polycard_client=offers&deal_print_id=14582b5e-2ce9-4035-bcf6-b0fd8109bc5d&tracking_id=83cb51aa-3320-49cf-9ce7-1d6ece5b8182&wid=MLM2380304212&sid=offers,MÁS VENDIDO,4.7,11532,0.0,1636.0,0
